,timestamp,pilot,aggressor,shiptype,module_or_ammo,dmg,hit_quality
8076,2023-01-29 17:56:24,Hollindustries,Sleepless Preserver,Sleepless Preserver,,89,Grazes
8079,2023-01-29 17:56:25,Hollindustries,Awakened Preserver,Awakened Preserver,Praedormitan Missile,112,Hits
8080,2023-01-29 17:56:27,Hollindustries,Awakened Preserver,Awakened Preserver,,332,Smashes
8081,2023-01-29 17:56:27,Hollindustries,Awakened Preserver,Awakened Preserver,,280,Penetrates
8082,2023-01-29 17:56:27,Hollindustries,Awakened Preserver,Awakened Preserver,,245,Penetrates
8083,2023-01-29 17:56:27,Hollindustries,Awakened Preserver,Awakened Preserver,,265,Penetrates
8084,2023-01-29 17:56:28,Hollindustries,Awakened Preserver,Awakened Preserver,Praedormitan Missile,112,Hits
8087,2023-01-29 17:56:29,Hollindustries,Sleepless Preserver,Sleepless Preserver,,114,Glances Off
8088,2023-01-29 17:56:29,Hollindustries,Sleepless Preserver,Sleepless Preserver,,167,Hits
8091,2023-01-29 17:56:32,Hollindustries,Awakened Preserver,Awakened Preserver,,227,Hits
8092,2023-01-29 17:56:32,Hollindustries,Awakened Preserver,Awakened Preserver,,132,Grazes
8093,2023-01-29 17:56:32,Hollindustries,Awakened Preserver,Awakened Preserver,,289,Penetrates
8094,2023-01-29 17:56:32,Hollindustries,Awakened Preserver,Awakened Preserver,,287,Penetrates
8095,2023-01-29 17:56:34,Hollindustries,Sleepless Preserver,Sleepless Preserver,,244,Smashes
8096,2023-01-29 17:56:34,Hollindustries,Sleepless Preserver,Sleepless Preserver,,146,Hits
8099,2023-01-29 17:56:38,Hollindustries,Awakened Preserver,Awakened Preserver,,284,Penetrates
8100,2023-01-29 17:56:38,Hollindustries,Awakened Preserver,Awakened Preserver,,140,Grazes
8101,2023-01-29 17:56:38,Hollindustries,Awakened Preserver,Awakened Preserver,,167,Glances Off
8102,2023-01-29 17:56:39,Hollindustries,Awakened Preserver,Awakened Preserver,Praedormitan Missile,112,Hits
8105,2023-01-29 17:56:39,Hollindustries,Sleepless Preserver,Sleepless Preserver,,122,Glances Off
8106,2023-01-29 17:56:39,Hollindustries,Sleepless Preserver,Sleepless Preserver,,178,Penetrates
8107,2023-01-29 17:56:40,Hollindustries,Awakened Preserver,Awakened Preserver,Praedormitan Missile,112,Hits
8108,2023-01-29 17:56:42,Hollindustries,Awakened Preserver,Awakened Preserver,,331,Smashes
8109,2023-01-29 17:56:42,Hollindustries,Awakened Preserver,Awakened Preserver,,234,Hits
8110,2023-01-29 17:56:42,Hollindustries,Awakened Preserver,Awakened Preserver,,136,Grazes
8111,2023-01-29 17:56:43,Hollindustries,Awakened Preserver,Awakened Preserver,Praedormitan Missile,112,Hits
8114,2023-01-29 17:56:44,Hollindustries,Sleepless Preserver,Sleepless Preserver,,258,Smashes
8115,2023-01-29 17:56:44,Hollindustries,Sleepless Preserver,Sleepless Preserver,,138,Hits
8118,2023-01-29 17:56:47,Hollindustries,Awakened Preserver,Awakened Preserver,,289,Penetrates
8119,2023-01-29 17:56:47,Hollindustries,Awakened Preserver,Awakened Preserver,,329,Smashes
8120,2023-01-29 17:56:47,Hollindustries,Awakened Preserver,Awakened Preserver,,210,Hits
8121,2023-01-29 17:56:49,Hollindustries,Sleepless Preserver,Sleepless Preserver,,142,Hits
8122,2023-01-29 17:56:49,Hollindustries,Sleepless Preserver,Sleepless Preserver,,103,Grazes
8125,2023-01-29 17:56:52,Hollindustries,Awakened Preserver,Awakened Preserver,,328,Smashes
8126,2023-01-29 17:56:52,Hollindustries,Awakened Preserver,Awakened Preserver,,329,Smashes
8127,2023-01-29 17:56:52,Hollindustries,Awakened Preserver,Awakened Preserver,,257,Penetrates
8128,2023-01-29 17:56:54,Hollindustries,Awakened Preserver,Awakened Preserver,Praedormitan Missile,112,Hits
8131,2023-01-29 17:56:54,Hollindustries,Sleepless Preserver,Sleepless Preserver,,162,Hits
8132,2023-01-29 17:56:54,Hollindustries,Sleepless Preserver,Sleepless Preserver,,149,Hits
8133,2023-01-29 17:56:55,Hollindustries,Awakened Preserver,Awakened Preserver,Praedormitan Missile,112,Hits
8134,2023-01-29 17:56:57,Hollindustries,Awakened Preserver,Awakened Preserver,,181,Glances Off
8135,2023-01-29 17:56:57,Hollindustries,Awakened Preserver,Awakened Preserver,,258,Penetrates
8136,2023-01-29 17:56:57,Hollindustries,Awakened Preserver,Awakened Preserver,,334,Smashes
8139,2023-01-29 17:56:58,Hollindustries,Awakened Preserver,Awakened Preserver,Praedormitan Missile,112,Hits
8140,2023-01-29 17:56:59,Hollindustries,Sleepless Preserver,Sleepless Preserver,,162,Hits
8141,2023-01-29 17:56:59,Hollindustries,Sleepless Preserver,Sleepless Preserver,,239,Smashes
8144,2023-01-29 17:57:02,Hollindustries,Awakened Preserver,Awakened Preserver,,243,Penetrates
8145,2023-01-29 17:57:02,Hollindustries,Awakened Preserver,Awakened Preserver,,260,Penetrates
8146,2023-01-29 17:57:02,Hollindustries,Awakened Preserver,Awakened Preserver,,355,Smashes
8147,2023-01-29 17:57:04,Hollindustries,Sleepless Preserver,Sleepless Preserver,,165,Hits
8148,2023-01-29 17:57:04,Hollindustries,Sleepless Preserver,Sleepless Preserver,,300,Wrecks
8151,2023-01-29 17:57:07,Hollindustries,Awakened Preserver,Awakened Preserver,,40,Hits
8152,2023-01-29 17:57:07,Hollindustries,Awakened Preserver,Awakened Preserver,,51,Penetrates
8153,2023-01-29 17:57:07,Hollindustries,Awakened Preserver,Awakened Preserver,,29,Glances Off
8156,2023-01-29 17:57:09,Hollindustries,Sleepless Preserver,Sleepless Preserver,,17,Grazes
8157,2023-01-29 17:57:09,Hollindustries,Sleepless Preserver,Sleepless Preserver,,39,Penetrates
8158,2023-01-29 17:57:10,Hollindustries,Awakened Preserver,Awakened Preserver,Praedormitan Missile,46,Hits
8159,2023-01-29 17:57:13,Hollindustries,Awakened Preserver,Awakened Preserver,,32,Glances Off
8160,2023-01-29 17:57:13,Hollindustries,Awakened Preserver,Awakened Preserver,,33,Glances Off
8163,2023-01-29 17:57:13,Hollindustries,Awakened Preserver,Awakened Preserver,Praedormitan Missile,47,Hits
8164,2023-01-29 17:57:14,Hollindustries,Sleepless Preserver,Sleepless Preserver,,33,Hits
8165,2023-01-29 17:57:14,Hollindustries,Sleepless Preserver,Sleepless Preserver,,47,Smashes
8168,2023-01-29 17:57:17,Hollindustries,Awakened Preserver,Awakened Preserver,,27,Grazes
8169,2023-01-29 17:57:17,Hollindustries,Awakened Preserver,Awakened Preserver,,27,Grazes
8170,2023-01-29 17:57:19,Hollindustries,Sleepless Preserver,Sleepless Preserver,,34,Hits
8171,2023-01-29 17:57:19,Hollindustries,Sleepless Preserver,Sleepless Preserver,,39,Penetrates
8174,2023-01-29 17:57:22,Hollindustries,Awakened Preserver,Awakened Preserver,,28,Grazes
8175,2023-01-29 17:57:22,Hollindustries,Awakened Preserver,Awakened Preserver,,62,Smashes
8178,2023-01-29 17:57:24,Hollindustries,Sleepless Preserver,Sleepless Preserver,,21,Grazes
8179,2023-01-29 17:57:24,Hollindustries,Sleepless Preserver,Sleepless Preserver,,42,Smashes
8180,2023-01-29 17:57:25,Hollindustries,Awakened Preserver,Awakened Preserver,Praedormitan Missile,46,Hits
8181,2023-01-29 17:57:27,Hollindustries,Awakened Preserver,Awakened Preserver,Praedormitan Missile,46,Hits
8182,2023-01-29 17:57:27,Hollindustries,Awakened Preserver,Awakened Preserver,,44,Hits
8183,2023-01-29 17:57:27,Hollindustries,Awakened Preserver,Awakened Preserver,,42,Hits
8186,2023-01-29 17:57:29,Hollindustries,Sleepless Preserver,Sleepless Preserver,,39,Penetrates
8187,2023-01-29 17:57:29,Hollindustries,Sleepless Preserver,Sleepless Preserver,,35,Penetrates
8190,2023-01-29 17:57:32,Hollindustries,Awakened Preserver,Awakened Preserver,,53,Penetrates
8191,2023-01-29 17:57:32,Hollindustries,Awakened Preserver,Awakened Preserver,,56,Penetrates
8192,2023-01-29 17:57:33,Hollindustries,Sleepless Preserver,Sleepless Preserver,Phantasmata Missile,940,Hits
8193,2023-01-29 17:57:34,Hollindustries,Sleepless Preserver,Sleepless Preserver,,40,Penetrates
8194,2023-01-29 17:57:34,Hollindustries,Sleepless Preserver,Sleepless Preserver,,25,Glances Off
8195,2023-01-29 17:57:35,Hollindustries,Sleepless Preserver,Sleepless Preserver,Phantasmata Missile,939,Hits
8198,2023-01-29 17:57:37,Hollindustries,Awakened Preserver,Awakened Preserver,,49,Penetrates
8201,2023-01-29 17:57:39,Hollindustries,Sleepless Preserver,Sleepless Preserver,,34,Penetrates
8202,2023-01-29 17:57:39,Hollindustries,Sleepless Preserver,Sleepless Preserver,,31,Hits
8205,2023-01-29 17:57:44,Hollindustries,Sleepless Preserver,Sleepless Preserver,,49,Smashes
8206,2023-01-29 17:57:44,Hollindustries,Sleepless Preserver,Sleepless Preserver,,23,Glances Off
8209,2023-01-29 17:57:49,Hollindustries,Sleepless Preserver,Sleepless Preserver,,33,Hits
8210,2023-01-29 17:57:49,Hollindustries,Sleepless Preserver,Sleepless Preserver,,36,Penetrates
8213,2023-01-29 17:57:51,Hollindustries,Sleepless Preserver,Sleepless Preserver,Phantasmata Missile,939,Hits
8214,2023-01-29 17:57:52,Hollindustries,Sleepless Preserver,Sleepless Preserver,Phantasmata Missile,939,Hits
8219,2023-01-29 17:57:54,Hollindustries,Sleepless Preserver,Sleepless Preserver,,23,Glances Off
8220,2023-01-29 17:57:54,Hollindustries,Sleepless Preserver,Sleepless Preserver,,43,Smashes
8225,2023-01-29 17:57:59,Hollindustries,Sleepless Preserver,Sleepless Preserver,,27,Hits
8226,2023-01-29 17:57:59,Hollindustries,Sleepless Preserver,Sleepless Preserver,,24,Glances Off
8231,2023-01-29 17:58:04,Hollindustries,Sleepless Preserver,Sleepless Preserver,,28,Hits
8232,2023-01-29 17:58:04,Hollindustries,Sleepless Preserver,Sleepless Preserver,,46,Smashes
8237,2023-01-29 17:58:09,Hollindustries,Sleepless Preserver,Sleepless Preserver,Phantasmata Missile,940,Hits
8240,2023-01-29 17:58:09,Hollindustries,Sleepless Preserver,Sleepless Preserver,,17,Grazes
8241,2023-01-29 17:58:10,Hollindustries,Sleepless Preserver,Sleepless Preserver,Phantasmata Missile,939,Hits
8770,2023-01-29 19:42:08,Hollindustries,Dashiel Parr,Tengu,Scourge Rage Heavy Assault Missile,988,Hits
8777,2023-01-29 19:42:10,Hollindustries,Dashiel Parr,Tengu,Scourge Rage Heavy Assault Missile,1056,Hits
8778,2023-01-29 19:42:10,Hollindustries,Happy Isaac,Nighthawk,Scourge Rage Heavy Assault Missile,1042,Hits
8783,2023-01-29 19:42:10,Hollindustries,Happy Isaac,Nighthawk,Scourge Rage Heavy Assault Missile,1042,Hits
8790,2023-01-29 19:42:11,Hollindustries,Dashiel Parr,Tengu,Scourge Rage Heavy Assault Missile,1056,Hits
8791,2023-01-29 19:42:11,Hollindustries,Johnny Ryan,Tengu,Mjolnir Rage Heavy Assault Missile,1316,Hits
8792,2023-01-29 19:42:11,Hollindustries,Happy Isaac,Nighthawk,Scourge Rage Heavy Assault Missile,1042,Hits
8796,2023-01-29 19:42:12,Hollindustries,Hemmo Paskiainen,Nighthawk,Scourge Rage Heavy Assault Missile,1042,Hits
8801,2023-01-29 19:42:14,Hollindustries,Hemmo Paskiainen,Nighthawk,Scourge Rage Heavy Assault Missile,1042,Hits
8802,2023-01-29 19:42:14,Hollindustries,Jacobi Jantrit,Nighthawk,Scourge Rage Heavy Assault Missile,956,Hits
8803,2023-01-29 19:42:14,Hollindustries,Johnny Ryan,Tengu,Mjolnir Rage Heavy Assault Missile,1316,Hits
8804,2023-01-29 19:42:14,Hollindustries,Happy Isaac,Nighthawk,Scourge Rage Heavy Assault Missile,663,Hits
8810,2023-01-29 19:42:15,Hollindustries,Dashiel Parr,Tengu,Scourge Rage Heavy Assault Missile,439,Hits
8815,2023-01-29 19:42:16,Hollindustries,Hemmo Paskiainen,Nighthawk,Scourge Rage Heavy Assault Missile,434,Hits
8816,2023-01-29 19:42:16,Hollindustries,Jacobi Jantrit,Nighthawk,Scourge Rage Heavy Assault Missile,398,Hits
8817,2023-01-29 19:42:16,Hollindustries,Happy Isaac,Nighthawk,Scourge Rage Heavy Assault Missile,434,Hits
8818,2023-01-29 19:42:16,Hollindustries,Johnny Ryan,Tengu,Mjolnir Rage Heavy Assault Missile,253,Hits
8821,2023-01-29 19:42:16,Hollindustries,Dashiel Parr,Tengu,Scourge Rage Heavy Assault Missile,440,Hits
8822,2023-01-29 19:42:16,Hollindustries,Happy Isaac,Nighthawk,Scourge Rage Heavy Assault Missile,434,Hits
8826,2023-01-29 19:42:18,Hollindustries,Hemmo Paskiainen,Nighthawk,Scourge Rage Heavy Assault Missile,435,Hits
8827,2023-01-29 19:42:18,Hollindustries,BedDaBaws,Nighthawk,Scourge Rage Heavy Assault Missile,418,Hits
8828,2023-01-29 19:42:18,Hollindustries,Jacobi Jantrit,Nighthawk,Scourge Rage Heavy Assault Missile,398,Hits
8829,2023-01-29 19:42:18,Hollindustries,Johnny Ryan,Tengu,Mjolnir Rage Heavy Assault Missile,253,Hits
8836,2023-01-29 19:42:19,Hollindustries,Sone Eto,Nighthawk,Scourge Rage Heavy Assault Missile,426,Hits
8837,2023-01-29 19:42:19,Hollindustries,Dashiel Parr,Tengu,Scourge Rage Heavy Assault Missile,439,Hits
8838,2023-01-29 19:42:19,Hollindustries,Jacobi Jantrit,Nighthawk,Scourge Rage Heavy Assault Missile,398,Hits
8839,2023-01-29 19:42:19,Hollindustries,Happy Isaac,Nighthawk,Scourge Rage Heavy Assault Missile,434,Hits
8840,2023-01-29 19:42:19,Hollindustries,Krombopulous Jaynara,Loki,Infiltrator II,16,Hits
8841,2023-01-29 19:42:19,Hollindustries,Krombopulous Jaynara,Loki,Infiltrator II,18,Hits
8845,2023-01-29 19:42:20,Hollindustries,BedDaBaws,Nighthawk,Scourge Rage Heavy Assault Missile,418,Hits
8846,2023-01-29 19:42:20,Hollindustries,Johnny Ryan,Tengu,Mjolnir Rage Heavy Assault Missile,253,Hits
8854,2023-01-29 19:42:21,Hollindustries,Sone Eto,Nighthawk,Scourge Rage Heavy Assault Missile,426,Hits
8855,2023-01-29 19:42:21,Hollindustries,Jacobi Jantrit,Nighthawk,Scourge Rage Heavy Assault Missile,399,Hits
8856,2023-01-29 19:42:21,Hollindustries,Happy Isaac,Nighthawk,Scourge Rage Heavy Assault Missile,434,Hits
8861,2023-01-29 19:42:21,Hollindustries,Dashiel Parr,Tengu,Scourge Rage Heavy Assault Missile,440,Hits
8872,2023-01-29 19:42:22,Hollindustries,BedDaBaws,Nighthawk,Scourge Rage Heavy Assault Missile,418,Hits
8873,2023-01-29 19:42:22,Hollindustries,Sone Eto,Nighthawk,Scourge Rage Heavy Assault Missile,426,Hits
8874,2023-01-29 19:42:22,Hollindustries,Jacobi Jantrit,Nighthawk,Scourge Rage Heavy Assault Missile,398,Hits
8875,2023-01-29 19:42:22,Hollindustries,Happy Isaac,Nighthawk,Scourge Rage Heavy Assault Missile,434,Hits
8876,2023-01-29 19:42:22,Hollindustries,Johnny Ryan,Tengu,Mjolnir Rage Heavy Assault Missile,253,Hits
8877,2023-01-29 19:42:22,Hollindustries,Krombopulous Jaynara,Loki,Infiltrator II,10,Grazes
8878,2023-01-29 19:42:22,Hollindustries,Krombopulous Jaynara,Loki,Infiltrator II,21,Penetrates
8883,2023-01-29 19:42:23,Hollindustries,Kariya Uta,Nighthawk,Scourge Rage Heavy Assault Missile,398,Hits
8884,2023-01-29 19:42:23,Hollindustries,Sone Eto,Nighthawk,Scourge Rage Heavy Assault Missile,426,Hits
8885,2023-01-29 19:42:23,Hollindustries,Dashiel Parr,Tengu,Scourge Rage Heavy Assault Missile,440,Hits
8886,2023-01-29 19:42:23,Hollindustries,MrMiez,Tengu,Scourge Rage Heavy Assault Missile,440,Hits
8887,2023-01-29 19:42:23,Hollindustries,Jacobi Jantrit,Nighthawk,Scourge Rage Heavy Assault Missile,398,Hits
8888,2023-01-29 19:42:23,Hollindustries,Happy Isaac,Nighthawk,Scourge Rage Heavy Assault Missile,434,Hits
8894,2023-01-29 19:42:25,Hollindustries,BedDaBaws,Nighthawk,Scourge Rage Heavy Assault Missile,419,Hits
8895,2023-01-29 19:42:25,Hollindustries,Johnny Ryan,Tengu,Mjolnir Rage Heavy Assault Missile,253,Hits
8897,2023-01-29 19:42:26,Hollindustries,Marie Morton,Nighthawk,Scourge Rage Heavy Assault Missile,406,Hits
8898,2023-01-29 19:42:26,Hollindustries,Kariya Uta,Nighthawk,Scourge Rage Heavy Assault Missile,398,Hits
8899,2023-01-29 19:42:26,Hollindustries,Sone Eto,Nighthawk,Scourge Rage Heavy Assault Missile,426,Hits
8900,2023-01-29 19:42:26,Hollindustries,Dashiel Parr,Tengu,Scourge Rage Heavy Assault Missile,439,Hits
8901,2023-01-29 19:42:26,Hollindustries,Jacobi Jantrit,Nighthawk,Scourge Rage Heavy Assault Missile,398,Hits
8902,2023-01-29 19:42:26,Hollindustries,MrMiez,Tengu,Scourge Rage Heavy Assault Missile,439,Hits
8903,2023-01-29 19:42:26,Hollindustries,Happy Isaac,Nighthawk,Scourge Rage Heavy Assault Missile,434,Hits
8912,2023-01-29 19:42:27,Hollindustries,BedDaBaws,Nighthawk,Scourge Rage Heavy Assault Missile,418,Hits
8913,2023-01-29 19:42:27,Hollindustries,Marie Morton,Nighthawk,Scourge Rage Heavy Assault Missile,406,Hits
8914,2023-01-29 19:42:27,Hollindustries,Johnny Ryan,Tengu,Mjolnir Rage Heavy Assault Missile,253,Hits
8915,2023-01-29 19:42:27,Hollindustries,Krombopulous Jaynara,Loki,Infiltrator II,22,Penetrates
8916,2023-01-29 19:42:27,Hollindustries,Krombopulous Jaynara,Loki,Infiltrator II,26,Smashes
8922,2023-01-29 19:42:28,Hollindustries,Sone Eto,Nighthawk,Scourge Rage Heavy Assault Missile,426,Hits
8923,2023-01-29 19:42:28,Hollindustries,Kariya Uta,Nighthawk,Scourge Rage Heavy Assault Missile,398,Hits
8924,2023-01-29 19:42:28,Hollindustries,Jacobi Jantrit,Nighthawk,Scourge Rage Heavy Assault Missile,398,Hits
8925,2023-01-29 19:42:28,Hollindustries,Happy Isaac,Nighthawk,Scourge Rage Heavy Assault Missile,434,Hits
8926,2023-01-29 19:42:28,Hollindustries,Jacobi Jantrit,Nighthawk,Scourge Rage Heavy Assault Missile,398,Hits
8930,2023-01-29 19:42:29,Hollindustries,Marie Morton,Nighthawk,Scourge Rage Heavy Assault Missile,406,Hits
8931,2023-01-29 19:42:29,Hollindustries,BedDaBaws,Nighthawk,Scourge Rage Heavy Assault Missile,419,Hits
8932,2023-01-29 19:42:29,Hollindustries,Dashiel Parr,Tengu,Scourge Rage Heavy Assault Missile,439,Hits
8933,2023-01-29 19:42:29,Hollindustries,MrMiez,Tengu,Scourge Rage Heavy Assault Missile,440,Hits
8941,2023-01-29 19:42:30,Hollindustries,Sone Eto,Nighthawk,Scourge Rage Heavy Assault Missile,427,Hits
8942,2023-01-29 19:42:30,Hollindustries,Kariya Uta,Nighthawk,Scourge Rage Heavy Assault Missile,398,Hits
8943,2023-01-29 19:42:30,Hollindustries,Johnny Ryan,Tengu,Mjolnir Rage Heavy Assault Missile,253,Hits
8944,2023-01-29 19:42:30,Hollindustries,Happy Isaac,Nighthawk,Scourge Rage Heavy Assault Missile,434,Hits
8945,2023-01-29 19:42:30,Hollindustries,Jacobi Jantrit,Nighthawk,Scourge Rage Heavy Assault Missile,398,Hits
8949,2023-01-29 19:42:31,Hollindustries,Marie Morton,Nighthawk,Scourge Rage Heavy Assault Missile,406,Hits
8950,2023-01-29 19:42:31,Hollindustries,BedDaBaws,Nighthawk,Scourge Rage Heavy Assault Missile,418,Hits
8951,2023-01-29 19:42:31,Hollindustries,Sone Eto,Nighthawk,Scourge Rage Heavy Assault Missile,426,Hits
8952,2023-01-29 19:42:31,Hollindustries,Dashiel Parr,Tengu,Scourge Rage Heavy Assault Missile,439,Hits
8953,2023-01-29 19:42:31,Hollindustries,MrMiez,Tengu,Scourge Rage Heavy Assault Missile,439,Hits
8954,2023-01-29 19:42:31,Hollindustries,Happy Isaac,Nighthawk,Scourge Rage Heavy Assault Missile,434,Hits
8955,2023-01-29 19:42:31,Hollindustries,Krombopulous Jaynara,Loki,Infiltrator II,18,Hits
8956,2023-01-29 19:42:31,Hollindustries,Krombopulous Jaynara,Loki,Infiltrator II,17,Hits
8963,2023-01-29 19:42:31,Hollindustries,Marie Morton,Nighthawk,Scourge Rage Heavy Assault Missile,406,Hits
8964,2023-01-29 19:42:31,Hollindustries,Kariya Uta,Nighthawk,Scourge Rage Heavy Assault Missile,398,Hits
8965,2023-01-29 19:42:31,Hollindustries,Sone Eto,Nighthawk,Scourge Rage Heavy Assault Missile,426,Hits
8966,2023-01-29 19:42:31,Hollindustries,Pinkylein,Tengu,Scourge Rage Heavy Assault Missile,440,Hits
8967,2023-01-29 19:42:31,Hollindustries,Jacobi Jantrit,Nighthawk,Scourge Rage Heavy Assault Missile,540,Hits
8968,2023-01-29 19:42:31,Hollindustries,Johnny Ryan,Tengu,Mjolnir Rage Heavy Assault Missile,253,Hits
8974,2023-01-29 19:42:33,Hollindustries,Dashiel Parr,Tengu,Scourge Rage Heavy Assault Missile,440,Hits
8975,2023-01-29 19:42:33,Hollindustries,MrMiez,Tengu,Scourge Rage Heavy Assault Missile,440,Hits
8976,2023-01-29 19:42:33,Hollindustries,Happy Isaac,Nighthawk,Scourge Rage Heavy Assault Missile,755,Hits
8989,2023-01-29 19:42:34,Hollindustries,BedDaBaws,Nighthawk,Scourge Rage Heavy Assault Missile,419,Hits
8990,2023-01-29 19:42:34,Hollindustries,Marie Morton,Nighthawk,Scourge Rage Heavy Assault Missile,406,Hits
8991,2023-01-29 19:42:34,Hollindustries,Hemmo Paskiainen,Nighthawk,Scourge Rage Heavy Assault Missile,434,Hits
8992,2023-01-29 19:42:34,Hollindustries,Kariya Uta,Nighthawk,Scourge Rage Heavy Assault Missile,398,Hits
8993,2023-01-29 19:42:34,Hollindustries,RIpfubar,Tengu,Nova Rage Heavy Assault Missile,505,Hits
8994,2023-01-29 19:42:34,Hollindustries,Pinkylein,Tengu,Scourge Rage Heavy Assault Missile,439,Hits
8995,2023-01-29 19:42:34,Hollindustries,Jacobi Jantrit,Nighthawk,Scourge Rage Heavy Assault Missile,398,Hits
8996,2023-01-29 19:42:34,Hollindustries,Johnny Ryan,Tengu,Mjolnir Rage Heavy Assault Missile,253,Hits
8997,2023-01-29 19:42:34,Hollindustries,MrMiez,Tengu,Scourge Rage Heavy Assault Missile,461,Hits
9004,2023-01-29 19:42:35,Hollindustries,BedDaBaws,Nighthawk,Scourge Rage Heavy Assault Missile,418,Hits
9005,2023-01-29 19:42:35,Hollindustries,Dashiel Parr,Tengu,Scourge Rage Heavy Assault Missile,736,Hits
9006,2023-01-29 19:42:35,Hollindustries,Hemmo Paskiainen,Nighthawk,Scourge Rage Heavy Assault Missile,798,Hits
9007,2023-01-29 19:42:35,Hollindustries,Kariya Uta,Nighthawk,Scourge Rage Heavy Assault Missile,732,Hits
9008,2023-01-29 19:42:35,Hollindustries,Happy Isaac,Nighthawk,Scourge Rage Heavy Assault Missile,798,Hits
9009,2023-01-29 19:42:35,Hollindustries,Jacobi Jantrit,Nighthawk,Scourge Rage Heavy Assault Missile,732,Hits
9010,2023-01-29 19:42:35,Hollindustries,Krombopulous Jaynara,Loki,Infiltrator II,63,Smashes
9011,2023-01-29 19:42:35,Hollindustries,Krombopulous Jaynara,Loki,Infiltrator II,62,Smashes
9025,2023-01-29 19:42:36,Hollindustries,Marie Morton,Nighthawk,Scourge Rage Heavy Assault Missile,446,Hits
9026,2023-01-29 19:42:36,Hollindustries,RIpfubar,Tengu,Nova Rage Heavy Assault Missile,285,Hits
9030,2023-01-29 19:42:37,Hollindustries,Marie Morton,Nighthawk,Scourge Rage Heavy Assault Missile,746,Hits
9031,2023-01-29 19:42:37,Hollindustries,BedDaBaws,Nighthawk,Scourge Rage Heavy Assault Missile,769,Hits
9032,2023-01-29 19:42:37,Hollindustries,Hemmo Paskiainen,Nighthawk,Scourge Rage Heavy Assault Missile,798,Hits
9033,2023-01-29 19:42:37,Hollindustries,Dashiel Parr,Tengu,Scourge Rage Heavy Assault Missile,808,Hits
9034,2023-01-29 19:42:37,Hollindustries,Pinkylein,Tengu,Scourge Rage Heavy Assault Missile,808,Hits
9035,2023-01-29 19:42:37,Hollindustries,Kariya Uta,Nighthawk,Scourge Rage Heavy Assault Missile,732,Hits
9036,2023-01-29 19:42:37,Hollindustries,Johnny Ryan,Tengu,Mjolnir Rage Heavy Assault Missile,605,Hits
9037,2023-01-29 19:42:37,Hollindustries,Happy Isaac,Nighthawk,Scourge Rage Heavy Assault Missile,798,Hits
9038,2023-01-29 19:42:37,Hollindustries,MrMiez,Tengu,Scourge Rage Heavy Assault Missile,808,Hits
9039,2023-01-29 19:42:37,Hollindustries,Jacobi Jantrit,Nighthawk,Scourge Rage Heavy Assault Missile,732,Hits
9050,2023-01-29 19:42:39,Hollindustries,Marie Morton,Nighthawk,Scourge Rage Heavy Assault Missile,703,Hits
